"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV4d86653e5050","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","testosteroni"
"ASV38eb0dc7972e","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVc7dbabf90894","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV367f632f5595","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","WWH38",NA,NA
"ASV3cc98f9fe1f7","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","aquatica"
"ASVcc9ab19bce0d","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","paucimobilis"
"ASV44ad646db405","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","maltophilia"
"ASVb5e42558814d","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"ASV887693d09699","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii"
"ASVdb078d1a66c3","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV3ba1ea4b1002","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella","ginsengisoli"
"ASV4ceb89eb44da","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","akiainvivens"
"ASV17ac50376603","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia",NA
"ASVb5bdf2c6cabf","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Patulibacter",NA
"ASVcdc502cb842c","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA
"ASV56c6e201cd39","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASVcf97d2af3916","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",NA,NA
"ASVab179522505d","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Brucella",NA
"ASV1b0e2bc4c808",NA,NA,NA,NA,NA,NA,NA
"ASV0ffcad65749a","Bacteria","Actinomycetota","Actinobacteria","Frankiales",NA,NA,NA
"ASV44cf382fe3cc","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","propionicifaciens"
"ASV34e885aee1b0","Bacteria","Bacillota","Limnochordia","M55-D21",NA,NA,NA
"ASVafe63fa10612","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tepidimicrobium",NA
"ASV11fdda39474e","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","oryzae"
"ASV339235fe1324","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV4b01e645efab","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV38d6b7a49760","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV0d6db83dda11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV2aef9b619473","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV2d0e838bfa88","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","matruchotii"
"ASVa3d5d207bd96","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"ASV1b874bbf7e12","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","currus"
"ASV7bd70a4c79c0","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASVe58da38a84fb","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASVd4eee319e676",NA,NA,NA,NA,NA,NA,NA
"ASV91dd9b8f9079","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum",NA
"ASV060afceccda5","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV5ec45451e0de","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","longicatena"
"ASVa8cffdc37b23","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV1a9b329f9c35","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","riboflavina"
"ASVf047fedf040e","Bacteria","Chloroflexota","AD3",NA,NA,NA,NA
"ASVe50a24c7d7f7","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",NA
"ASV00322178b859","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","beringensis"
"ASVa7eb5e0e5161","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Lawsonella","clevelandensis"
"ASV066d8ced912d","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV2149a5625bc4","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium","abscessus"
"ASV83703c2db754","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV2cfdb0123c83","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASVd630542db26f","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",NA
"ASV8089859f7bce","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","paucimobilis"
"ASVda36dbbb9bce","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV44f11e7aba36","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter",NA
"ASV841e1c768811","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASVca40366666df","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","paucimobilis"
"ASVd4a0df015eb8","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"ASV13c103ec4d9a","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya",NA
"ASVa098e6895304","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","brevis"
"ASV0590c68c889e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Lichenibacterium",NA
"ASVe5ba5017014a","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASVdf89de6d1594","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV9b8b14c59810","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","lindanitolerans"
"ASVd35ba80064da","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASVbeb2649a58b2","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","naeslundii"
"ASV93aa6b1681a4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","metallidurans"
"ASV11cc36cbed1e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV872894fb4691","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVebb41446b131","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Pseudazoarcus",NA
"ASV7ddae5d142b2","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amaricoccus",NA
"ASV8d99859ff1b7","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV418e1dcaa161","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV5ba51f2c7458","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA,NA
"ASVbbaf36e8db55","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASVff4be3eaba48","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV77380c8e244a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"ASV8406d8a4a621","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV10d4c66c423a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","citratiphilum"
"ASV1bd07ac1a76c","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV4e1b9473cf54","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella",NA
"ASVcf0ba155eabb","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
"ASV834483699d4b","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"ASV5c74669eef3a","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA
"ASV8542f4271e19","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","qingshengii"
"ASVa147b46374cd","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","nishinomiyaensis"
"ASV7bf13a780ee5","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma",NA
"ASV11e8afb525e2","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",NA
"ASV9b3d881cd832","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"ASV06bbdc5197c7","Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV31e7e53ced64","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium","elkanii"
"ASVd47f622744dc",NA,NA,NA,NA,NA,NA,NA
"ASV339037bcdc4c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASV42b5dd9efd5b","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"ASVca5efb7c6cba","Bacteria","Bacillota","Clostridia","Lachnospirales",NA,NA,NA
"ASV408801046e83","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASVc2493c8aa1a4","Bacteria","Bacillota","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","Caldicoprobacter",NA
"ASVad6b1357dffb","Bacteria","Bacillota","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitalea",NA
"ASVcbd32032c57a","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"ASVb0f1ec355984","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","qingshengii"
"ASV4bdc131338d1","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Thermomonas",NA
"ASV6b4bd691ee7d","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV0d79ae8ce3f6","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium",NA
"ASV8ce12481cf97","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"ASV7887943ffb73","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV884e168df084","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV1f62117899b5","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","moscoviense"
"ASV3c883aa215c5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV91fac814b848","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methyloligellaceae",NA,NA
"ASV1bc7a0b36e40",NA,NA,NA,NA,NA,NA,NA
"ASV8d6687446676","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV608c326c0ebd","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASVf6437e4dde97","Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina",NA
"ASVe6fcf0f86a7c","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA
"ASV943256cacb8c","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",NA
"ASV514a053f648b","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","macrogoltabida"
"ASV85aa93291469","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV5c355e1f5fba","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Pseudoleptotrichia",NA
"ASV3cfd4301fca2","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV318cff651399",NA,NA,NA,NA,NA,NA,NA
"ASV4045e9eee9d5","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceicoccus",NA
"ASV656faa4df653","Bacteria","Pseudomonadota","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Taonella","mepensis"
"ASVd561c1a97dff","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV7a05c4ddc199","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASVb3bb5bcd375e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium","herbae"
"ASV688d94d0405c","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV4262f151d609","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","A2",NA
"ASV94b168c30afb","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA,NA
"ASV9c227475371f",NA,NA,NA,NA,NA,NA,NA
"ASVd34ab751ba54","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV67c4095ab279","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASVc9b91f9602be","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","cellulosilyticum"
"ASVe97b7a2a4f44","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium",NA
"ASV51d1c097f03b","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV4062834bf4a0","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV56d4b1d3794b","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVbe8aae8fb122","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera",NA
"ASV651dc4811a7e","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Ileibacterium","valens"
"ASVa74036df7eb5","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",NA
"ASV33e30898c003","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASVd575f385d431","Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium","aurantiacum"
"ASV7f38743493bc","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter",NA
"ASV30952fdaf465","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"ASV8183794115f2","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Mammaliicoccus",NA
"ASV59e848ea243f","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Sedimentibacteraceae","Sedimentibacter",NA
"ASV76f98533d2a3","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASVe83b13aa46d6","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV41f12eeea56d","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Lawsonella","clevelandensis"
"ASVda6256836a4b","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV740ab5e16cd0",NA,NA,NA,NA,NA,NA,NA
"ASV9f0069e1e402","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","paucimobilis"
"ASVe791d5e058bc","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"ASV5a3c0fe43e9f","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas",NA
"ASV7deeb130d2ae","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",NA,NA,NA
"ASV8f30bc59280c","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Brucella",NA
"ASV180b7b1e0914","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVeeb918872aa5","Bacteria","Bacillota","Clostridia","Clostridiales","Caloramatoraceae","Fonticella",NA
"ASVa9f1b7173921","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA,NA
"ASV473a580c9982","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"ASV050933b649bb","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","yeei"
"ASV45624767e799","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA,NA
"ASV109e8aa6eecb","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"ASV33e2f3050457","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae",NA,NA
"ASVf2bc1496252d","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV487b8d10b634","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV878a2ad3378a","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV2ce5dfe41733","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium",NA
"ASVa1f4c647c9ea","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter",NA
"ASVd6112f2363f7","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Chryseomicrobium",NA
"ASVab506a252435","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",NA
"ASV5ca84039d860","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV46ab30fb7e40","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes"
"ASV87cc467c9e7c","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASVe00bf6da2fcd","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","suicordis"
"ASV21a3cd815eb1","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV49308e6a19b4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV149b44116c08","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"ASV28e09b7ec876","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",NA
"ASV892471197db9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium",NA
"ASV3bb9cd9cff85","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus",NA
"ASVfb33ff5eca4f","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus",NA
"ASV9f26340c9ae0","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii"
"ASV521f311092ec","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV073586e28397","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVb6e8f637b82c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",NA
"ASV5ee94c2d1da2","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","pyruviciproducens"
"ASVd6ff8b0c8056",NA,NA,NA,NA,NA,NA,NA
"ASVec8dddeebcaa","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Methylacidiphilales","Methylacidiphilaceae",NA,NA
"ASV3c7c2607e275","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASVb1e8a134363c",NA,NA,NA,NA,NA,NA,NA
"ASVa213ddaeafe9","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA,NA
"ASV450832877a73","Bacteria","Actinomycetota","Actinobacteria","Micrococcales",NA,NA,NA
"ASV7b8e458db56d","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","capsulatum"
"ASV113e842c0c40","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Bosea",NA
"ASV1c20f7e0a68e","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","agilis"
"ASV3f3c35211ff2","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae",NA,NA
"ASVd8e1f797b479","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV91896f07afe6","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"ASV3f1148d7a99e","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"ASV8b6e69bf02c1","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Globicatella",NA
"ASVdab7520113c9","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV6e7ae288dee7","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tepidimicrobium",NA
"ASV76eb39cbaca9","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",NA
"ASV1043b6daba8e","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter",NA
"ASV83a7ef98cc90","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"ASV857268a122a0","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","globosa"
"ASV4192011d3e41","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium","elkanii"
"ASV7c98b853c221","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASVc5f1229d2f1f","Bacteria","Chloroflexota","TK10",NA,NA,NA,NA
"ASVb5ac48986244","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae",NA,NA
"ASV480fe8323e5b","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASVb41a59291e11","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter",NA
"ASV7506c8c32cf0","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",NA,NA,NA
"ASV6d0c621b48c5","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Thermomonas",NA
"ASVf15df8692a2b","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASVfe1ac20af3ca",NA,NA,NA,NA,NA,NA,NA
"ASV075ca2d83fd7","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum",NA
"ASV9d931d206769","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV9a9d0af0bb34","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA,NA
"ASV15e31150f4a3","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"ASVd1310ac67b56","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV65d03d32a08c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella",NA
"ASVdb89ab998482","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Incertae Sedis","Guggenheimella",NA
"ASV2dc0e5f75c11","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
